title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
Sr. Full Stack Developer-Remote,University of Maryland Medical System,"Linthicum Heights, MD",2024-06-23,https://www.linkedin.com/jobs/view/3957365301/,"Company Description
The University of Maryland Medical System is a 14-hospital system with academic, community and specialty medical services reaching every part of Maryland and beyond. UMMS is a national and regional referral center for trauma, cancer care, Neurocare, cardiac care, women’s and children’s health and physical rehabilitation. UMMS is the fourth largest private employer in the Baltimore metropolitan area and one of the top 20 employers in the state of Maryland. No organization will give you the clinical variety, the support, or the opportunities for professional growth that you’ll enjoy as a member of our team.
Job Description
- The Enterprise Data and Analytics and Center for Innovation groups are responsible for developing innovative software, technology, and advanced analytics custom products that transform and disrupt healthcare and enable the mission of the organization. Areas of focus including care delivery and optimization, operations and support functions, process automation, and strategic analysis. Our team supports all phases of software, technology, and analytic work product development, from the identification of key business questions/opportunities and intractable problems through data management and ETL, and from performing analyses using a wide range of statistical, machine learning/artificial intelligence, and applied mathematical techniques. We affect these challenging questions/opportunities through the development of unique and innovative software and technology-based solutions that support care delivery, business and process solutions that span the breadth of the healthcare domain.
- Leads software engineering efforts to devise and develop creative, pragmatic and transformational software and technology solutions that address the clinical, operational, and strategic priorities of the health system.
- Participates in the full development lifecycle, including estimation, design, development, testing, and deployment.
- Collaborates with project team and clients to understand the requirements and acceptance criteria; Works with development teams and product managers to ideate software solutions
- Ensures seamless integrations with back-end services and databases.
- Analyzes data processing requirements to plan databases and web applications that will provide system capabilities required for projected workloads.
Qualifications
- Bachelor’s Degree in Computer Science, Mathematics, Information Systems, Engineering, Physical Sciences, Life Sciences or closely related field or equivalent related professional experience is required.
- 7+ years of hands-on software development and programming experience with knowledge of application, data and architecture design patterns and principles.
- Solid understanding and 7+ years of experience with front-end application development and/or mobile (and/or mobile-responsive) application development.
Additional Information
All your information will be kept confidential according to EEO guidelines.
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Sr. Solutions Engineer - North Central,Saviynt,"Minneapolis, MN",2024-06-23,https://www.linkedin.com/jobs/view/3915934612/,"Saviynt is an identity authority platform built to power and protect the world at work. In a world of digital transformation, where organizations are faced with increasing cyber risk but cannot afford defensive measures to slow down progress, Saviynt’s Enterprise Identity Cloud gives customers unparalleled visibility, control and intelligence to better defend against threats while empowering users with right-time, right-level access to the digital technologies and tools they need to do their best work.
The Senior Solutions Engineer is a member of the Saviynt Sales organization, responsible for collaborating with the Account Executives and Regional VPs to sell an integrated suite of Access Governance and Cloud Security solutions to new and existing accounts. This individual will have a broad understanding of vendor solutions, industry best practices, and technology integration, demonstrating expertise and delivery of functional and technical solutions to sophisticated customer engagements. This individual will also provide expert knowledge to existing and prospective customers through conducting detailed technical discovery, responses to Request for Proposals (RFPs), and delivery of Proof of Concepts (POCs). Besides, this individual will be a contributor to Product Marketing collaborating in the development of white papers, solutions briefs, webinars, and blogs.
The Senior Solutions Engineer will work proactively, and independently with various facets of the business ultimately driving opportunities to closure and possibility impacting revenue. The Senior Solutions Engineer will be expected to mentor/coach Solutions Engineers on strategy, influencing the customer, managing scope, and execution of technical presentations.
The ideal candidate will be located in Minneapolis or Chicago and will work remotely + travel.
What You Will Be Doing
- Develop and deliver technical presentations to demonstrate enterprise solutions, ease-of-configuration, simplicity of architecture, and intelligence of workflows providing the opportunity for customer interaction and demonstrating excellent presentation skills.
- Effectively communicate solution value to the business and technical audiences that is clear and satisfies prospective customer requirements and/or inquiries.
- Provide needs assessment, consultation, technical solutions, and customer support with a team of Saviynt professionals.
- Collaborate with both the sales and global bid team members to respond to satisfy prospective customer inquiries resulting from an RFx.
- Assist members of the global bid team and collaborate with members of the product management team in the curation of RFx responses.
- Effectively communicate with sales directors and sales management, working proactively and independently to prioritize and manage top regional opportunities, driving them to closure.
- Regularly provide solution feedback and competitive intel from the field to Saviynt product management, solutions strategy, and marketing teams.
- Ramp and coach Solutions Engineers on solution demonstration, RFP responses and presentations, technical overviews, POC scope management, and execution.
- Up to 60% domestic travel
What You Bring
- Minimum of five years previous Solutions Engineering with demonstrable success in Cloud Security, Privileged Access Management, Application GRC, and/or Identity Governance and Administration solutions
- Ability to work well both independently and collaboratively
- Effective communication skills both verbally and written
- Bachelor's degree in information systems or related area, or demonstration of equivalent knowledge such as technical certifications from ISACA, (ISC)², AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Cloud Security Engineer, etc.
- Peer collaboration
- Domain expertise - Privileged Access Management, Identity Governance and Administration, Application GRC, and/or, Cloud Security
- Exemplary communication and relationship skills
- Strong business and technical document creation skills
- Technical knowledge and aptitude
- Exceptional listening skills
- Ability to influence others
- Presentation and group facilitation
- Strong analytical and problem-solving skills
- Customer responsiveness
- Positive attitude
You may also be eligible to participate in a Saviynt discretionary bonus plan, subject to the rules governing the program, whereby an award, if any, depends on various factors, including, without limitation, individual and organizational performance.
Saviynt is an amazing place to work. We are a high-growth, Platform as a Service company focused on Identity Authority to power and protect the world at work. You will experience tremendous growth and learning opportunities through challenging yet rewarding work which directly impacts our customers, all within a welcoming and positive work environment. If you're resilient and enjoy working in a dynamic environment you belong with us!
Saviynt is an equal opportunity employer and we welcome everyone to our team. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Tableau developer,Team Remotely Inc,"Philadelphia, PA",2024-06-23,https://www.linkedin.com/jobs/view/3957336171/,"This is a remote position.
 
Tableau developer
 (1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $60K-$70K Per Annum.
Responsibilities
- Design and Develop Tableau reports and dashboards 
- Provide operational support for existing Tableau reports/dashboards 
- Provide subject matter expertise for designing Tableau workbooks 
- Participate in the analysis, design, development, testing, deployment, and support of dashboards and reports 
- Perform impact analysis and validation of existing production reports and universes after application and database upgrade 
- Interface with business analysts and/or users to clarify requirements. Work closely with the different business groups to cater to their reporting and dashboard needs. 
- Troubleshoot the dashboard and report problems independently, determining the root cause and fixing the problem. 
- Understand reporting database schema/model, identify joins/tables, and perform data analysis. 
- Experience building complex dashboards using Tableau 
- Implement industry BI standards and best practices 
- Proactively identify problems/issues/risks and provide solutions 
- Develop reports & dashboards using Business Objects and Tableau Provide status updates regularly and be committed to aggressive delivery timelines 
Skills
- Advanced knowledge of SQL 
- Advanced knowledge of Power BI 
- Knowledge of data management and automation technologies, such as Python (preferred) 
- Experience with business intelligence, analytics, reporting, and data transformation 
- Advanced knowledge of scripting tools for automation such as R, Python, Alteryx, etc. 
Nice to have
- Financial background 
- Advanced knowledge of technical and functional designs for databases, ETL, data warehousing, and reporting 
- Advanced knowledge of reporting/data visualization tools such as Tableau, SSRS, etc.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Test Engineer,HireMeFast LLC,"Roswell, NM",2024-06-23,https://www.linkedin.com/jobs/view/3957187649/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $60,000 - $70,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
Role Description
This is a full-time remote role for a Test Engineer at Theas Energy. The Test Engineer will be responsible for designing, implementing, and executing test plans and test cases to ensure the quality and reliability of software products. They will collaborate with cross-functional teams to identify and resolve software defects, and provide feedback on usability and performance improvements. The Test Engineer will also document test results and track issues using bug tracking systems.
Qualifications
- Proven experience in software testing and quality assurance 
- Strong knowledge of test methodologies, tools, and processes 
- Proficiency in programming languages such as Java, Python, or C++ 
- Experience with automated testing frameworks and tools 
- Solid understanding of software development life cycle and agile methodologies 
- Excellent problem-solving and debugging skills 
- Strong communication and collaboration abilities 
- Attention to detail and ability to work independently 
- Certifications in software testing (e.g., ISTQB) is a plus        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Test Engineer,Phoenix Recruitment,"Boston, MA",2024-06-23,https://www.linkedin.com/jobs/view/3957334323/,"This is a remote position.
Test Engineer - US Only
Experience: 1+ years
Employment Type: Full-time, Remote
Base Salary: $62K-$72K
Phoenix Recruitment offers a variety of recruiting services to assist both employers and employees. They are specialized in marketing open positions, recruiting, and helping employers to find qualified candidates across various industries. Phoenix Recruitment has expertise in streamlining the hiring process. They can help ensure that the process is efficient, well organized, and compliant with relevant regulations.
Responsibilities:
- Collaborate with the development team to understand project requirements and develop comprehensive test plans 
- Execute manual and automated tests to identify software defects and ensure the overall quality of the product. 
- Document test cases, test scenarios, and test results to maintain a comprehensive and up-to-date testing repository 
- Identify, report, and track software bugs using issue-tracking systems, ensuring their timely resolution 
- Perform regression testing to ensure previously fixed issues do not resurface. 
- Collaborate with cross-functional teams to drive continuous improvement in the testing process 
- Stay up-to-date with the latest industry trends and technologies in software testing methodologies 
Qualifications:
- Bachelor's degree in Computer Science, Software Engineering, or a related field 
- Strong knowledge of software testing principles, methodologies, and tools 
- Familiarity with manual and automated testing techniques and tools, such as Selenium, JUnit, or similar 
- Basic understanding of programming languages (Java, Python, C++, etc.) to analyze code and develop test scripts 
- Excellent problem-solving skills and attention to detail 
- Strong communication and collaboration skills, with the ability to work effectively in a team environment 
- Ability to work independently and manage time efficiently to meet project deadlines 
- Experience with Agile/Scrum development methodologies is a plus 
Why Phoenix Recruitment LLC?
Phoenix Recruitment often has an extensive network of employers and candidates. This network allows them to tap into a pool of qualified candidates and connect them with suitable job opportunities. They can also leverage their connections to help employers find the right talent efficiently. Outsourcing the recruitment process to a specialized agency can save you time and resources, avoid delays, reduce administrative burdens, and increase the chances of finding the right fit for your organization.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Test Engineer,Team Remotely Inc,"Wilmington, DE",2024-06-23,https://www.linkedin.com/jobs/view/3957178057/,"This is a remote position.
 
Test Engineer
 (1 year experience, remote)
Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.
 Hiring Type:
 Full-Time
 Base Salary:
 $59K-$69K Per Annum.
Responsibilities:
- Collaborate with the development team to understand project requirements and develop comprehensive test plans 
- Execute manual and automated tests to identify software defects and ensure the overall quality of the product 
- Document test cases, test scenarios, and test results to maintain a comprehensive and up-to-date testing repository 
- Identify, report, and track software bugs using issue-tracking systems, ensuring their timely resolution 
- Perform regression testing to ensure previously fixed issues do not resurface 
- Collaborate with cross-functional teams to drive continuous improvement in the testing process 
- Stay up-to-date with the latest industry trends and technologies in software testing methodologies 
Qualifications:
- Bachelor's degree in Computer Science, Software Engineering, or a related field 
- Strong knowledge of software testing principles, methodologies, and tools 
- Familiarity with manual and automated testing techniques and tools, such as Selenium, JUnit, or similar 
- Basic understanding of programming languages (Java, Python, C++, etc.) to analyze code and develop test scripts 
- Excellent problem-solving skills and attention to detail 
- Strong communication and collaboration skills, with the ability to work effectively in a team environment 
- Ability to work independently and manage time efficiently to meet project deadlines 
- Experience with Agile/Scrum development methodologies is a plus        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Vulnerability Security Engineer,myGwork - LGBTQ+ Business Community,"Toronto, Ontario, Canada",2024-06-23,https://www.linkedin.com/jobs/view/3956960301/,"This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community. 
 
Work Location:
Toronto, Ontario, Canada
Hours:
37.5
Line Of Business:
Technology Solutions
Pay Details:
We're committed to providing fair and equitable compensation to all our colleagues. As a candidate, we encourage you to have an open dialogue with a member of our HR Team and ask compensation related questions, including pay details for this role.
Job Description:
Division (CAN) 
Protect Platform - Enterprise Protect (EP)
Protect Platform is part of the TD Bank Group (TDBG), one of Canada's largest financial institutions. Enterprise Protect designs, delivers and maintains available, adaptable, secure, and cost-effective infrastructure-based technology services to TD and supports the bank's vision and strategy to be the best-run, most integrated, customer-focused, financial institution in areas where the bank competes.
Working with technology and business partners, EP delivers and maintains all internal (employee facing - computers, phones, mobile, software and hardware) and external (customer facing - banking, trading and monetary vehicles supported by electronic systems) infrastructure technology solutions that support the bank. EP plays a critical role by providing this computing / network foundation in a secure manner in support of 1600+ applications serving 22 million customers and hundreds of millions of transactions daily, and in support of the ongoing productivity and mobility of TD's 85,000+ staff.
With a North American-wide workforce, EP has centers located in Toronto, Scarborough, Mississauga, Barrie, London Ontario, Canada, New Jersey and New York, USA.
Report Location 
CAN
Job Type 
Full Time
Job Status 
Permanent (Hybrid)
Job Description 
The Security Engineering Vulnerability Protect team is responsible for evaluating, designing, building, implementing, and providing the L3 support of security tools. These tools provide forensic investigation capabilities, vulnerability and code scanning, as well as database activity monitoring. Activities will entail completion of design, build, certification and deploy for hand over of support to L2 support teams.
The Engineer must be up to date with the latest security technologies and architectures. The Security Engineer has advanced experience in the security space and possesses an Engineering mindset to be able to identify the root cause of complex problems and collaborate with teams or vendors to resolve problems or incidents.
This role will be responsible for solutions in areas such as, but not limited to:
- Encase forensic investigation tools 
- Qualys Vulnerability scanning 
- Veracode code scanning 
- IBM Guardium database activity monitoring 
- External attack surface management tooling 
- Mobile Pen testing tools 
The successful candidate must have demonstrated advanced ability to architect, engineer, design, build, support and document solutions in these areas of Security Engineering working closely with the Business, other Security Engineering teams to ensure built solutions enhance productivity and add value to the organization.
Technical Requirements
It is expected that the Engineer will have advanced knowledge in a wide range of Security technologies, frameworks, tools, processes and procedures. This role is looking for people with skills in as many of the below technology areas as possible:
- Advanced skills with vulnerability and forensic investigation tooling. 
- Experience with (cloud based) SCA and SAST code scanning tools. 
- Experience with Security as it applies to Cloud Solutions in Virtualized Environments. 
- Strong operating system knowledge of Windows Server 2019/2022 and RHEL/Unix 6+. 
- Ability to use Linux and Powershell CLI commands. 
- Nice to have skills: scripting in at least one language (Python, PowerShell, etc.) 
- Ability to leverage API calls to extract data sets from security tooling. 
- Understanding of firewalls(application/proxy), intrusion detection systems, authentication mechanisms, and networking protocols including SMTP, HTTP(s), DNS, TCP/IP, and SNMP as they pertain to security solutions. 
- Ability to walk through problems independently and communicate the solution. 
Job Requirements 
This role plays a critical role for the Security Engineering Organization in the proposal, design, build, automation, implementation and L3 support of security infrastructure and tools. This includes interacting with Engineering teams, multiple lines of Business, Infrastructure teams, Application Development, Support, Vendors and Service Providers. The successful candidate must demonstrate an exceptional record of competence and a strong ability to communicate with other engineers, technology owners and business partners.
Job Requirements Include:
- Work autonomously on high profile, complex technology initiatives with significant impact to the organization 
- Expertise in assessing and selecting security tools and solutions that best meet the stated Security need at the Bank 
- Extensive related work experience in building complex Security Engineering Infrastructure solutions with the ability to be a key contributor in a complex and critical environment. 
- Experience with security regulatory / compliance requirements including PCI and SOX 
- Experience in creating high level and technical presentations and communication skills to explain the approach to a varying audience 
- Strong analytical, reasoning, and organizational skills are essential. 
- Excellent verbal and written communications skills are essential. 
- Ability to establish and maintain effective working relationships with all levels of personnel both internally and externally; e.g. leadership, executives, clients, vendors, and agencies. 
- Proven ability to work in a fast paced environment and manage multiple deadlines and priorities. 
- Adapts to new different or changing requirements, quickly grasps new concepts adapts and reflects on lessons learned - comfortable with ambiguity, analyzes and evaluates, defines problem/challenge, identifies alternatives and makes timely decisions 
- Work closely & collaboratively with Internal Engineering, Deployment & Operations teams to drive design adoption across IT 
- Proven ability to leverage deep subject matter expertise to develop and deploy a vision and help align others to that vision. 
- Attention to detail and follow through including the ability to document work. 
- Ability to transfer knowledge to fellow team members. 
- Ability to make engineering design decisions, efficiently build solutions, solves technical problems, and makes improvements to our systems. 
- History of making an impact, developing and executing on strategies and delivering superior results in both the short and long term 
- Good exp in any/multiple tools mentioned below :
- Encase forensic investigation tools 
- Qualys Vulnerability scanning 
- Veracode code scanning 
- IBM Guardium database activity monitoring 
- External attack surface management tooling 
- Mobile Pen testing tools 
Additional Information 
- The ability to be adaptable and learn new things is critical to this role as we will frequently be called to design, build and certify technology not currently in TD Bank. 
- Highly motivated individual with a track record of successfully implementing security solutions across line of business boundaries. 
- Must be able to work with a pool of experts and ensure high levels of service even when the effort crosses organizational boundaries. 
- Thrives in a fast paced environment, managing multiple deadlines and competing priorities. 
- Excellent customer service orientation and a professional approach; including ability to interact with all levels across the organization. 
- Proven negotiation and influencing abilities, with contract/vendor management experience an asset. 
- Strong communicator, with excellent oral, written and presentation skills. 
Education and Accreditation 
- University, post-graduate degree or 3+ years experience 
- Strong academic background (e.g., computer science, engineering) 
- Certification in one or more security certifications e.g. CISSP, CCSP 
Hours 
M-F (with some evening/weekend work)
Regular Hours - 37.5
Inclusiveness 
At TD, we are committed to fostering an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve, and creating an environment where every employee has the opportunity to reach their potential.
TD is committed to providing accommodations. If you require an accommodation, we will work with you to meet your needs.
Who We Are:
TD is one of the world's leading global financial institutions and is the fifth largest bank in North America by branches/stores. Every day, we deliver legendary customer experiences to over 27 million households and businesses in Canada, the United States and around the world. More than 95,000 TD colleagues bring their skills, talent, and creativity to the Bank, those we serve, and the economies we support. We are guided by our vision to Be the Better Bank and our purpose to enrich the lives of our customers, communities and colleagues.
TD is deeply committed to being a leader in customer experience, that is why we believe that all colleagues, no matter where they work, are customer facing. As we build our business and deliver on our strategy, we are innovating to enhance the customer experience and build capabilities to shape the future of banking. Whether you've got years of banking experience or are just starting your career in financial services, we can help you realize your potential. Through regular leadership and development conversations to mentorship and training programs, we're here to support you towards your goals. As an organization, we keep growing - and so will you.
Our Total Rewards Package
Our Total Rewards package reflects the investments we make in our colleagues to help them and their families achieve their financial, physical, and mental well-being goals. Total Rewards at TD includes a base salary, variable compensation, and several other key plans such as health and well-being benefits, savings and retirement programs, paid time off, banking benefits and discounts, career development, and reward and recognition programs. Learn more
Additional Information:
We're delighted that you're considering building a career with TD. Through regular development conversations, training programs, and a competitive benefits plan, we're committed to providing the support our colleagues need to thrive both at work and at home.
Colleague Development 
If you're interested in a specific career path or are looking to build certain skills, we want to help you succeed. You'll have regular career, development, and performance conversations with your manager, as well as access to an online learning platform and a variety of mentoring programs to help you unlock future opportunities. Whether you have a passion for helping customers and want to expand your experience, or you want to coach and inspire your colleagues, there are many different career paths within our organization at TD - and we're committed to helping you identify opportunities that support your goals.
Training & Onboarding
We will provide training and onboarding sessions to ensure that you've got everything you need to succeed in your new role.
Interview Process 
We'll reach out to candidates of interest to schedule an interview. We do our best to communicate outcomes to all applicants by email or phone call.
Accommodation 
Your accessibility is important to us. Please let us know if you'd like accommodations (including accessible meeting rooms, captioning for virtual interviews, etc.) to help us remove barriers so that you can participate throughout the interview process.
We look forward to hearing from you!
Language Requirement:
N/A.
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Website Developer,HireMeFast LLC,"Silver City, NM",2024-06-23,https://www.linkedin.com/jobs/view/3957191156/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $62,000 - $72,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
As a Web Builder, You Will
- Build and maintain registration websites and mobile apps using templates for efficiency, electronic invitations, and confirmations for each assigned event following client guidelines and within client driven timelines. 
- Oversee all aspects of the website and mobile app design, understanding system capabilities and reporting parameters to ensure data is captured appropriately for reporting purposes. 
- Discuss with Planning Manager and client all reporting requirements to effectively build registration website. 
- Test and evaluate registration websites/mobile apps prior to launch for accuracy and functionality. 
- Upload invitations lists and send invitations upon client approval. 
- Work within the registration website technology to manage thresholds for arrival/departure parameters, room blocks, room block changes, activities, roommate assignments, data capture and reporting. 
You’re Good At
- Meeting Management Tools (and other platforms) including HTML code and mobile app builds. 
- Details and organization. 
- Adhering to deadlines and policies. 
You Should Know
- This role is virtual and cooperates in the Eastern time zone. 
Up to 10% travel may be required.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
Yocto Developer - Automotive,Actalent,"Toronto, Ontario, Canada",2024-06-23,https://www.linkedin.com/jobs/view/3957274339/,"Actalent is seeking a Yocto Developer to work with our Automotive client in Ottawa, ON!
This position is somewhere between DevOps and Development. This is a role for a Yocto developer specializing in C++ for build and integration purposes. We are committed to excellence and creating innovative and flexible solutions for our clients. We are looking for a skilled Yocto Project Developer to join our dynamic team. The ideal candidate will be responsible for developing and maintaining Yocto Project-based systems that meet our cutting-edge technology standards.
Job Description:
As a Yocto Project Developer, you will work closely with our engineering team to develop, customize, and maintain embedded Linux distributions using the Yocto Project. You will play a key role in ensuring the stability, performance, and scalability of our systems.
Responsibilities:
- Develop and maintain Yocto Project-based Linux distributions.
- Customize and enhance existing Yocto layers and recipes.
- Collaborate with the development team to integrate third-party software into Yocto builds.
- Troubleshoot and resolve issues related to Yocto builds and runtime.
- Optimize the build system for performance and efficiency.
- Document the build process and maintain a repository of custom layers and recipes.
- Stay updated with the latest developments in the Yocto Project community and evaluate new features for implementation.
Top Skills:
3+ Years of experience in the following:
- Yocto
- Bitbake
- C++
- Python
- Makefiles, built software and understand what's happening.
- Need to understand how to create a CMAKE file
Strong Assets:
- CI/CD
- Docker
- Wind River Linux
- Jenkins
Additional Skills & Qualifications:
- Bachelor's degree in Computer Science, Electrical Engineering, or related field.
- Proven experience with the Yocto Project and embedded Linux development.
- Strong understanding of Linux kernel, drivers, and application development.
- Experience with programming languages such as C, C++, and Python.
- Familiarity with version control systems, preferably Git.
- Excellent problem-solving skills and attention to detail.
- Ability to work independently and collaboratively in a team environment.
- Strong communication and documentation skills.
Work Environment:
5x a week on-site in Ottawa, ON. Must be located in Ottawa to be considered for this role.
À propos d'Actalent:
Actalent est un chef de file mondial des services d’ingénierie et de sciences et des solutions de talents. Nous aidons les entreprises visionnaires à faire progresser leurs initiatives en matière d’ingénierie et de science en leur donnant accès à des experts spécialisés qui favorisent la mise à l’échelle, l’innovation et la mise en marché rapide. Avec un réseau de près de 30 000 consultants et plus de 4 500 clients aux États-Unis, au Canada, en Asie et en Europe, Actalent est au service d’un grand nombre d’entreprises du classement Fortune 500.
La diversité, l’équité et l’inclusion
Chez Actalent, la diversité et l’inclusion constituent le pont vers l’équité et la réussite de notre personnel. La diversité, l’équité et l’inclusion (DE&I) sont ancrées dans notre culture par :
- L’embauche des talents diversifiés ;
- Le maintien d’un environnement inclusif par une autoréflexion permanente ;
- La mise en place d’une culture de soin, d’engagement, et de reconnaissance par des résultats concrets ;
- L’assurance des opportunités de croissance pour nos gens.
Actalent est un employeur souscrivant au principe de l’égalité des chances et accepte toutes les candidatures sans tenir compte de la race, du sexe, de l’âge, de la couleur, de la religion, des origines nationales, du statut d’ancien combattant, d’un handicap, de l’orientation sexuelle, de l’identité sexuelle, des renseignements génétiques ou de toute autre caractéristique protégée par la loi.
Si vous souhaitez faire une demande d’accommodement raisonnable, tel que la modification ou l’ajustement du processus de demande d’emploi ou d’entrevue à cause d’un handicap, veuillez envoyer un courriel à actalentaccommodation@actalentservices.com pour connaître d’autres options d’accommodement.
About Actalent
Actalent is a global leader in engineering and sciences services and talent solutions. We help visionary companies advance their engineering and science initiatives through access to specialized experts who drive scale, innovation and speed to market. With a network of almost 30,000 consultants and more than 4,500 clients across the U.S., Canada, Asia and Europe, Actalent serves many of the Fortune 500.
Diversity, Equity & Inclusion
At Actalent, diversity and inclusion are a bridge towards the equity and success of our people. DE&I are embedded into our culture through:
- Hiring diverse talent
- Maintaining an inclusive environment through persistent self-reflection
- Building a culture of care, engagement, and recognition with clear outcomes
- Ensuring growth opportunities for our people
The company is an equal opportunity employer and will consider all applications without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.
If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please email actalentaccommodation@actalentservices.com for other accommodation options.
                
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
iOS Developer,HireMeFast LLC,"New York, NY",2024-06-23,https://www.linkedin.com/jobs/view/3957188656/,"This is a remote position.
 DISCLAIMER: 
 This job posting is intended for active pooling of candidates who will become part of our talent pool. Your qualifications will be assessed against both current and future job openings. Should your application align with a role that corresponds to your skills and experience, and an opportunity arises, our recruitment team will reach out to you immediately. Please note that this does not guarantee immediate placement or contact. Additionally, we exclusively consider applications from individuals who are currently reside in the US/Canada during their application process.
 Salary:
 $65,000 - $75,000 per annum
 Experience Required: 
 Minimum 1 year of project experience
Role Overview:
We seek a seasoned iOS Developer with a robust skill set spanning both front-end and back-end development. You will be pivotal in architecting and implementing a sophisticated SwiftUI application with a Firebase backend, ensuring seamless functionality and a stellar user experience. While this role offers full remote flexibility, applicants must reside within the United States.
Responsibilities:
- Design and develop elegant and responsive user interfaces using SwiftUI. 
- Implement MVVM architecture to maintain a clean, scalable, and maintainable codebase. 
- Utilize async/await for efficient concurrency and responsiveness in iOS applications. 
- Integrate and manage local data storage and retrieval using CoreData. 
- Leverage Firebase, particularly Firestore, for real-time data synchronization and backend services. 
- Develop and maintain Firebase Functions using JavaScript to enhance backend functionality. 
Requirements:
- Proficiency in SwiftUI, with a strong portfolio showcasing modern and responsive UI designs. 
- Expertise in MVVM architecture, ensuring the scalability and maintainability of the codebase. 
- Experience with async/await for efficient concurrency management. 
- Strong familiarity with CoreData for local data storage and retrieval. 
- Extensive expertise in Firebase, particularly Firestore, for backend services. 
- Proficient in creating and maintaining Firebase Functions using JavaScript. 
Qualifications:
- Demonstrable experience working on SwiftUI projects. 
- Strong proficiency in CoreData and Firebase (Firestore). 
- Experience in developing and maintaining Firebase Functions using JavaScript. 
- Experience in Android mobile development is advantageous, but not required. 
Why Join Us:
- Remote: Work from anywhere and enjoy flexibility. 
- Well-funded Startup: Be part of a thriving company with ample resources to support innovation and growth. 
- Experienced Founder: Join a team led by a visionary founder with a track record of success. 
- Competitive Salary: Receive compensation that recognizes your expertise and contributions. 
- Generous Leave Policy: Enjoy 10 days of paid time off in your first year, in addition to federal holidays and your birthday off. 
- Mission-Driven: Contribute to a meaningful mission that drives our company forward and impacts the world positively. 
If you're passionate about iOS development, thrive in a fast-paced startup environment, and want to be part of a team shaping the future of mobile technology, we want to hear from you! Apply now and let's innovate together.        
            
                            
            ",0,0,0,0,2024-06-23 23:33:39.468487
